State,Phase,Time Period,Time Period Start Date,Time Period End Date,Region,Perc of Pop with Symptoms of Depression,Perc of Pop with Symptoms of Anxiety,Perc of Pop with Symptoms of Either,Region_Northeast,Region_South,Region_West
Pennsylvania,3.0,24,2021-02-03,2021-02-15,Northeast,26.5,29.7,35.4,1,0,0
Pennsylvania,3.0,25,2021-02-17,2021-03-01,Northeast,27.4,32.6,38.3,1,0,0
Pennsylvania,3.0,26,2021-03-03,2021-03-15,Northeast,28.9,33.1,38.9,1,0,0
Pennsylvania,3.0,27,2021-03-17,2021-03-29,Northeast,21.5,29.8,35.3,1,0,0
Pennsylvania,3.1,28,2021-04-14,2021-04-26,Northeast,20.9,24.8,30.2,1,0,0
Pennsylvania,3.1,29,2021-04-28,2021-05-10,Northeast,19.5,23.6,27.3,1,0,0
Pennsylvania,3.1,30,2021-05-12,2021-05-24,Northeast,22.3,27.5,30.2,1,0,0
Pennsylvania,3.1,31,2021-05-26,2021-06-07,Northeast,20.0,25.8,29.8,1,0,0
Pennsylvania,3.1,32,2021-06-09,2021-06-21,Northeast,19.7,24.9,28.0,1,0,0
Pennsylvania,3.1,33,2021-06-23,2021-07-05,Northeast,19.1,22.5,25.8,1,0,0
Pennsylvania,3.2,34,2021-07-21,2021-08-02,Northeast,20.2,24.8,30.5,1,0,0
Pennsylvania,3.2,35,2021-08-04,2021-08-16,Northeast,23.9,25.5,30.8,1,0,0
Pennsylvania,3.2,36,2021-08-18,2021-08-30,Northeast,25.1,31.4,35.5,1,0,0
Pennsylvania,3.2,37,2021-09-01,2021-09-13,Northeast,18.6,24.3,27.2,1,0,0
Pennsylvania,3.2,38,2021-09-15,2021-09-27,Northeast,20.1,28.5,31.5,1,0,0
Pennsylvania,3.2,39,2021-09-29,2021-10-11,Northeast,24.0,31.0,33.8,1,0,0
Pennsylvania,3.3,40,2021-12-01,2021-12-13,Northeast,19.2,26.0,28.9,1,0,0
Pennsylvania,3.3,41,2021-12-29,2022-01-10,Northeast,21.0,25.5,29.1,1,0,0
Pennsylvania,3.3,42,2022-01-26,2022-02-07,Northeast,21.7,27.0,31.7,1,0,0
Pennsylvania,3.4,43,2022-03-02,2022-03-14,Northeast,21.4,30.4,33.7,1,0,0
Pennsylvania,3.4,44,2022-03-30,2022-04-11,Northeast,22.0,25.7,29.5,1,0,0
Pennsylvania,3.4,45,2022-04-27,2022-05-09,Northeast,23.4,27.9,31.5,1,0,0
Pennsylvania,3.5,46,2022-06-01,2022-06-13,Northeast,20.6,25.5,30.1,1,0,0
Pennsylvania,3.5,47,2022-06-29,2022-07-11,Northeast,25.3,29.4,35.6,1,0,0
Pennsylvania,3.5,48,2022-07-27,2022-08-08,Northeast,24.2,31.5,35.8,1,0,0
Pennsylvania,3.6,49,2022-09-14,2022-09-26,Northeast,21.8,30.2,33.9,1,0,0
Pennsylvania,3.6,50,2022-10-05,2022-10-17,Northeast,25.8,30.7,35.8,1,0,0
Pennsylvania,3.6,51,2022-11-02,2022-11-14,Northeast,26.2,34.0,38.0,1,0,0
Pennsylvania,3.7,52,2022-12-09,2022-12-19,Northeast,22.9,28.8,32.8,1,0,0
Pennsylvania,3.7,53,2023-01-04,2023-01-16,Northeast,23.5,28.6,32.8,1,0,0
Pennsylvania,3.7,54,2023-02-01,2023-02-13,Northeast,22.8,28.8,32.8,1,0,0
Pennsylvania,3.8,55,2023-03-01,2023-03-13,Northeast,21.5,29.2,33.5,1,0,0
Pennsylvania,3.8,56,2023-03-29,2023-04-10,Northeast,22.1,30.5,34.7,1,0,0
Pennsylvania,3.8,57,2023-04-26,2023-05-08,Northeast,21.3,25.3,29.9,1,0,0
Pennsylvania,3.9,58,2023-06-07,2023-06-19,Northeast,22.6,28.6,32.6,1,0,0
Pennsylvania,3.9,59,2023-06-28,2023-07-10,Northeast,19.9,29.9,32.6,1,0,0
Pennsylvania,3.9,60,2023-07-26,2023-08-07,Northeast,20.0,26.2,31.2,1,0,0
Pennsylvania,3.1,61,2023-08-23,2023-09-04,Northeast,19.7,24.4,28.3,1,0,0
Pennsylvania,3.1,62,2023-09-20,2023-10-02,Northeast,21.9,28.0,33.0,1,0,0
Rhode Island,1.0,1,2020-04-23,2020-05-05,Northeast,24.5,27.6,34.4,1,0,0
Rhode Island,1.0,2,2020-05-07,2020-05-12,Northeast,22.8,26.9,33.8,1,0,0
Rhode Island,1.0,3,2020-05-14,2020-05-19,Northeast,18.8,23.9,26.2,1,0,0
Rhode Island,1.0,4,2020-05-21,2020-05-26,Northeast,21.4,30.6,33.8,1,0,0
Rhode Island,1.0,5,2020-05-28,2020-06-02,Northeast,22.3,30.8,34.0,1,0,0
Rhode Island,1.0,6,2020-06-04,2020-06-09,Northeast,19.0,26.6,29.2,1,0,0
Rhode Island,1.0,7,2020-06-11,2020-06-16,Northeast,24.1,25.5,32.2,1,0,0
Rhode Island,1.0,8,2020-06-18,2020-06-23,Northeast,22.1,28.2,32.9,1,0,0
Rhode Island,1.0,9,2020-06-25,2020-06-30,Northeast,24.0,28.9,35.2,1,0,0
Rhode Island,1.0,10,2020-07-02,2020-07-07,Northeast,22.8,31.4,34.8,1,0,0
Rhode Island,1.0,11,2020-07-09,2020-07-14,Northeast,31.1,36.5,42.0,1,0,0
Rhode Island,1.0,12,2020-07-16,2020-07-21,Northeast,25.9,41.8,44.5,1,0,0
Rhode Island,2.0,13,2020-08-19,2020-08-31,Northeast,19.2,29.9,34.2,1,0,0
Rhode Island,2.0,14,2020-09-02,2020-09-14,Northeast,25.3,31.1,34.9,1,0,0
Rhode Island,2.0,15,2020-09-16,2020-09-28,Northeast,23.4,33.4,38.3,1,0,0
Rhode Island,2.0,16,2020-09-30,2020-10-12,Northeast,22.4,29.5,35.1,1,0,0
Rhode Island,2.0,17,2020-10-14,2020-10-26,Northeast,24.0,35.6,39.1,1,0,0
Rhode Island,3.0,18,2020-10-28,2020-11-09,Northeast,25.6,38.6,42.3,1,0,0
Rhode Island,3.0,19,2020-11-11,2020-11-23,Northeast,29.9,37.8,44.5,1,0,0
Rhode Island,3.0,20,2020-11-25,2020-12-07,Northeast,27.2,37.4,41.5,1,0,0
Rhode Island,3.0,21,2020-12-09,2020-12-21,Northeast,22.4,32.9,35.8,1,0,0
Rhode Island,3.0,22,2021-01-06,2021-01-18,Northeast,34.9,39.4,46.8,1,0,0
Rhode Island,3.0,23,2021-01-20,2021-02-01,Northeast,30.3,35.1,41.5,1,0,0
Rhode Island,3.0,24,2021-02-03,2021-02-15,Northeast,27.3,31.3,38.1,1,0,0
Rhode Island,3.0,25,2021-02-17,2021-03-01,Northeast,26.5,32.8,38.5,1,0,0
Rhode Island,3.0,26,2021-03-03,2021-03-15,Northeast,24.1,34.4,39.1,1,0,0
Rhode Island,3.0,27,2021-03-17,2021-03-29,Northeast,20.8,33.2,36.9,1,0,0
Rhode Island,3.1,28,2021-04-14,2021-04-26,Northeast,17.1,23.0,26.5,1,0,0
Rhode Island,3.1,29,2021-04-28,2021-05-10,Northeast,14.9,21.6,24.5,1,0,0
Rhode Island,3.1,30,2021-05-12,2021-05-24,Northeast,17.3,20.2,26.4,1,0,0
Rhode Island,3.1,31,2021-05-26,2021-06-07,Northeast,17.2,22.2,27.0,1,0,0
Rhode Island,3.1,32,2021-06-09,2021-06-21,Northeast,19.9,28.1,31.3,1,0,0
Rhode Island,3.1,33,2021-06-23,2021-07-05,Northeast,19.7,19.1,26.2,1,0,0
Rhode Island,3.2,34,2021-07-21,2021-08-02,Northeast,23.5,24.8,30.8,1,0,0
Rhode Island,3.2,35,2021-08-04,2021-08-16,Northeast,21.5,25.7,31.4,1,0,0
Rhode Island,3.2,36,2021-08-18,2021-08-30,Northeast,19.5,25.6,29.3,1,0,0
Rhode Island,3.2,37,2021-09-01,2021-09-13,Northeast,21.7,29.5,32.1,1,0,0
Rhode Island,3.2,38,2021-09-15,2021-09-27,Northeast,18.3,24.7,27.0,1,0,0
Rhode Island,3.2,39,2021-09-29,2021-10-11,Northeast,22.6,34.4,37.3,1,0,0
Rhode Island,3.3,40,2021-12-01,2021-12-13,Northeast,19.3,25.9,27.8,1,0,0
Rhode Island,3.3,41,2021-12-29,2022-01-10,Northeast,26.7,32.3,35.6,1,0,0
Rhode Island,3.3,42,2022-01-26,2022-02-07,Northeast,20.7,25.4,27.6,1,0,0
Rhode Island,3.4,43,2022-03-02,2022-03-14,Northeast,16.0,24.1,26.5,1,0,0
Rhode Island,3.4,44,2022-03-30,2022-04-11,Northeast,20.1,22.5,25.7,1,0,0
Rhode Island,3.4,45,2022-04-27,2022-05-09,Northeast,15.7,22.1,25.0,1,0,0
Rhode Island,3.5,46,2022-06-01,2022-06-13,Northeast,20.3,29.0,32.0,1,0,0
Rhode Island,3.5,47,2022-06-29,2022-07-11,Northeast,23.8,32.5,37.3,1,0,0
Rhode Island,3.5,48,2022-07-27,2022-08-08,Northeast,22.3,29.9,33.8,1,0,0
Rhode Island,3.6,49,2022-09-14,2022-09-26,Northeast,22.2,27.2,30.3,1,0,0
Rhode Island,3.6,50,2022-10-05,2022-10-17,Northeast,23.2,33.8,36.1,1,0,0
Rhode Island,3.6,51,2022-11-02,2022-11-14,Northeast,19.9,28.2,31.4,1,0,0
Rhode Island,3.7,52,2022-12-09,2022-12-19,Northeast,20.6,30.7,31.8,1,0,0
Rhode Island,3.7,53,2023-01-04,2023-01-16,Northeast,16.8,22.5,25.1,1,0,0
Rhode Island,3.7,54,2023-02-01,2023-02-13,Northeast,20.0,25.2,30.4,1,0,0
Rhode Island,3.8,55,2023-03-01,2023-03-13,Northeast,17.0,25.4,28.8,1,0,0
Rhode Island,3.8,56,2023-03-29,2023-04-10,Northeast,17.2,26.2,28.6,1,0,0
Rhode Island,3.8,57,2023-04-26,2023-05-08,Northeast,17.0,26.9,30.0,1,0,0
Rhode Island,3.9,58,2023-06-07,2023-06-19,Northeast,21.2,29.0,34.8,1,0,0
Rhode Island,3.9,59,2023-06-28,2023-07-10,Northeast,18.1,23.0,28.1,1,0,0
Rhode Island,3.9,60,2023-07-26,2023-08-07,Northeast,18.2,24.4,29.1,1,0,0
Rhode Island,3.1,61,2023-08-23,2023-09-04,Northeast,14.7,22.9,25.4,1,0,0
Rhode Island,3.1,62,2023-09-20,2023-10-02,Northeast,24.2,33.0,37.9,1,0,0
South Carolina,1.0,1,2020-04-23,2020-05-05,South,21.6,27.8,33.3,0,1,0
South Carolina,1.0,2,2020-05-07,2020-05-12,South,25.6,27.9,33.1,0,1,0
South Carolina,1.0,3,2020-05-14,2020-05-19,South,25.3,28.5,31.3,0,1,0
South Carolina,1.0,4,2020-05-21,2020-05-26,South,21.7,27.0,32.2,0,1,0
South Carolina,1.0,5,2020-05-28,2020-06-02,South,28.8,29.2,35.6,0,1,0
South Carolina,1.0,6,2020-06-04,2020-06-09,South,25.0,23.7,31.4,0,1,0
South Carolina,1.0,7,2020-06-11,2020-06-16,South,28.1,30.6,35.5,0,1,0
South Carolina,1.0,8,2020-06-18,2020-06-23,South,22.4,31.4,34.4,0,1,0
South Carolina,1.0,9,2020-06-25,2020-06-30,South,28.9,35.0,39.4,0,1,0
South Carolina,1.0,10,2020-07-02,2020-07-07,South,29.3,31.4,38.6,0,1,0
South Carolina,1.0,11,2020-07-09,2020-07-14,South,25.3,30.7,34.3,0,1,0
South Carolina,1.0,12,2020-07-16,2020-07-21,South,32.3,35.7,42.3,0,1,0
South Carolina,2.0,13,2020-08-19,2020-08-31,South,20.4,24.5,30.4,0,1,0
South Carolina,2.0,14,2020-09-02,2020-09-14,South,22.9,27.7,31.6,0,1,0
South Carolina,2.0,15,2020-09-16,2020-09-28,South,20.6,31.8,35.3,0,1,0
South Carolina,2.0,16,2020-09-30,2020-10-12,South,20.3,28.3,32.9,0,1,0
South Carolina,2.0,17,2020-10-14,2020-10-26,South,25.1,32.8,36.5,0,1,0
South Carolina,3.0,18,2020-10-28,2020-11-09,South,28.2,37.3,41.4,0,1,0
South Carolina,3.0,19,2020-11-11,2020-11-23,South,32.6,36.4,44.9,0,1,0
South Carolina,3.0,20,2020-11-25,2020-12-07,South,22.9,30.4,33.6,0,1,0
South Carolina,3.0,21,2020-12-09,2020-12-21,South,27.0,37.2,40.2,0,1,0
South Carolina,3.0,22,2021-01-06,2021-01-18,South,29.2,35.9,42.0,0,1,0
South Carolina,3.0,23,2021-01-20,2021-02-01,South,24.4,32.8,37.6,0,1,0
South Carolina,3.0,24,2021-02-03,2021-02-15,South,29.7,34.7,38.8,0,1,0
South Carolina,3.0,25,2021-02-17,2021-03-01,South,29.6,27.9,36.6,0,1,0
South Carolina,3.0,26,2021-03-03,2021-03-15,South,21.1,26.2,30.5,0,1,0
South Carolina,3.0,27,2021-03-17,2021-03-29,South,24.9,27.7,33.1,0,1,0
South Carolina,3.1,28,2021-04-14,2021-04-26,South,21.8,24.9,29.8,0,1,0
South Carolina,3.1,29,2021-04-28,2021-05-10,South,20.7,25.7,30.0,0,1,0
South Carolina,3.1,30,2021-05-12,2021-05-24,South,16.9,28.0,30.1,0,1,0
South Carolina,3.1,31,2021-05-26,2021-06-07,South,21.7,26.5,30.8,0,1,0
South Carolina,3.1,32,2021-06-09,2021-06-21,South,21.8,25.0,30.0,0,1,0
South Carolina,3.1,33,2021-06-23,2021-07-05,South,25.3,28.0,32.0,0,1,0
South Carolina,3.2,34,2021-07-21,2021-08-02,South,20.7,29.6,30.9,0,1,0
South Carolina,3.2,35,2021-08-04,2021-08-16,South,21.5,24.6,28.9,0,1,0
South Carolina,3.2,36,2021-08-18,2021-08-30,South,26.2,25.4,32.7,0,1,0
South Carolina,3.2,37,2021-09-01,2021-09-13,South,19.4,26.6,29.2,0,1,0
South Carolina,3.2,38,2021-09-15,2021-09-27,South,18.8,23.2,27.1,0,1,0
South Carolina,3.2,39,2021-09-29,2021-10-11,South,21.0,26.5,30.2,0,1,0
South Carolina,3.3,40,2021-12-01,2021-12-13,South,18.1,23.0,25.1,0,1,0
South Carolina,3.3,41,2021-12-29,2022-01-10,South,23.1,26.5,29.7,0,1,0
South Carolina,3.3,42,2022-01-26,2022-02-07,South,20.0,26.0,29.7,0,1,0
South Carolina,3.4,43,2022-03-02,2022-03-14,South,17.3,23.1,27.3,0,1,0
South Carolina,3.4,44,2022-03-30,2022-04-11,South,19.0,22.6,25.3,0,1,0
South Carolina,3.4,45,2022-04-27,2022-05-09,South,22.6,27.0,30.8,0,1,0
South Carolina,3.5,46,2022-06-01,2022-06-13,South,25.6,33.6,37.8,0,1,0
South Carolina,3.5,47,2022-06-29,2022-07-11,South,21.0,26.4,31.3,0,1,0
South Carolina,3.5,48,2022-07-27,2022-08-08,South,18.6,22.0,25.6,0,1,0
South Carolina,3.6,49,2022-09-14,2022-09-26,South,25.0,31.9,36.7,0,1,0
South Carolina,3.6,50,2022-10-05,2022-10-17,South,26.3,33.9,39.0,0,1,0
South Carolina,3.6,51,2022-11-02,2022-11-14,South,19.0,26.1,29.3,0,1,0
South Carolina,3.7,52,2022-12-09,2022-12-19,South,24.5,31.9,35.8,0,1,0
South Carolina,3.7,53,2023-01-04,2023-01-16,South,22.2,27.1,32.8,0,1,0
South Carolina,3.7,54,2023-02-01,2023-02-13,South,22.6,30.2,33.1,0,1,0
South Carolina,3.8,55,2023-03-01,2023-03-13,South,22.5,27.4,32.1,0,1,0
South Carolina,3.8,56,2023-03-29,2023-04-10,South,21.4,27.9,31.6,0,1,0
South Carolina,3.8,57,2023-04-26,2023-05-08,South,20.4,23.8,29.9,0,1,0
South Carolina,3.9,58,2023-06-07,2023-06-19,South,24.7,31.9,36.1,0,1,0
South Carolina,3.9,59,2023-06-28,2023-07-10,South,21.2,26.8,31.1,0,1,0
South Carolina,3.9,60,2023-07-26,2023-08-07,South,26.3,29.9,34.5,0,1,0
South Carolina,3.1,61,2023-08-23,2023-09-04,South,18.3,20.8,26.2,0,1,0
South Carolina,3.1,62,2023-09-20,2023-10-02,South,24.4,31.7,35.8,0,1,0
South Dakota,1.0,1,2020-04-23,2020-05-05,Midwest,17.5,22.1,25.6,0,0,0
South Dakota,1.0,2,2020-05-07,2020-05-12,Midwest,20.5,26.1,29.8,0,0,0
South Dakota,1.0,3,2020-05-14,2020-05-19,Midwest,22.7,22.3,27.8,0,0,0
South Dakota,1.0,4,2020-05-21,2020-05-26,Midwest,25.8,30.4,36.3,0,0,0
South Dakota,1.0,5,2020-05-28,2020-06-02,Midwest,20.0,26.3,29.7,0,0,0
South Dakota,1.0,6,2020-06-04,2020-06-09,Midwest,21.2,25.6,29.8,0,0,0
South Dakota,1.0,7,2020-06-11,2020-06-16,Midwest,19.2,24.5,28.0,0,0,0
South Dakota,1.0,8,2020-06-18,2020-06-23,Midwest,21.7,24.2,31.0,0,0,0
South Dakota,1.0,9,2020-06-25,2020-06-30,Midwest,25.1,31.4,35.0,0,0,0
South Dakota,1.0,10,2020-07-02,2020-07-07,Midwest,26.7,31.3,35.2,0,0,0
South Dakota,1.0,11,2020-07-09,2020-07-14,Midwest,24.1,32.6,34.7,0,0,0
South Dakota,1.0,12,2020-07-16,2020-07-21,Midwest,27.6,27.6,35.4,0,0,0
South Dakota,2.0,13,2020-08-19,2020-08-31,Midwest,15.2,20.9,24.2,0,0,0
South Dakota,2.0,14,2020-09-02,2020-09-14,Midwest,20.2,24.7,29.9,0,0,0
South Dakota,2.0,15,2020-09-16,2020-09-28,Midwest,17.0,22.5,27.3,0,0,0
South Dakota,2.0,16,2020-09-30,2020-10-12,Midwest,19.0,26.9,31.3,0,0,0
South Dakota,2.0,17,2020-10-14,2020-10-26,Midwest,19.7,24.2,28.7,0,0,0
South Dakota,3.0,18,2020-10-28,2020-11-09,Midwest,20.0,28.6,32.3,0,0,0
South Dakota,3.0,19,2020-11-11,2020-11-23,Midwest,27.4,34.7,42.3,0,0,0
South Dakota,3.0,20,2020-11-25,2020-12-07,Midwest,20.2,27.5,32.4,0,0,0
South Dakota,3.0,21,2020-12-09,2020-12-21,Midwest,21.1,28.3,31.8,0,0,0
South Dakota,3.0,22,2021-01-06,2021-01-18,Midwest,26.2,29.2,34.0,0,0,0
South Dakota,3.0,23,2021-01-20,2021-02-01,Midwest,15.3,25.8,29.1,0,0,0
South Dakota,3.0,24,2021-02-03,2021-02-15,Midwest,21.9,29.6,30.9,0,0,0
South Dakota,3.0,25,2021-02-17,2021-03-01,Midwest,20.2,26.8,31.3,0,0,0
South Dakota,3.0,26,2021-03-03,2021-03-15,Midwest,15.9,21.1,25.9,0,0,0
South Dakota,3.0,27,2021-03-17,2021-03-29,Midwest,17.5,21.2,24.9,0,0,0
South Dakota,3.1,28,2021-04-14,2021-04-26,Midwest,16.4,22.2,26.6,0,0,0
South Dakota,3.1,29,2021-04-28,2021-05-10,Midwest,19.8,23.0,24.4,0,0,0
South Dakota,3.1,30,2021-05-12,2021-05-24,Midwest,16.3,17.2,24.3,0,0,0
South Dakota,3.1,31,2021-05-26,2021-06-07,Midwest,20.8,21.1,25.5,0,0,0
South Dakota,3.1,32,2021-06-09,2021-06-21,Midwest,15.6,17.3,23.5,0,0,0
South Dakota,3.1,33,2021-06-23,2021-07-05,Midwest,21.4,21.7,25.2,0,0,0
South Dakota,3.2,34,2021-07-21,2021-08-02,Midwest,17.5,20.5,23.6,0,0,0
South Dakota,3.2,35,2021-08-04,2021-08-16,Midwest,14.4,19.2,21.2,0,0,0
South Dakota,3.2,36,2021-08-18,2021-08-30,Midwest,18.3,25.2,31.1,0,0,0
South Dakota,3.2,37,2021-09-01,2021-09-13,Midwest,10.6,18.5,19.9,0,0,0
South Dakota,3.2,38,2021-09-15,2021-09-27,Midwest,17.0,18.6,23.7,0,0,0
South Dakota,3.2,39,2021-09-29,2021-10-11,Midwest,14.8,21.7,24.7,0,0,0
South Dakota,3.3,40,2021-12-01,2021-12-13,Midwest,17.3,20.6,24.0,0,0,0
South Dakota,3.3,41,2021-12-29,2022-01-10,Midwest,22.2,24.7,28.7,0,0,0
South Dakota,3.3,42,2022-01-26,2022-02-07,Midwest,16.9,23.8,27.2,0,0,0
South Dakota,3.4,43,2022-03-02,2022-03-14,Midwest,18.8,25.5,27.8,0,0,0
South Dakota,3.4,44,2022-03-30,2022-04-11,Midwest,22.2,25.8,28.6,0,0,0
South Dakota,3.4,45,2022-04-27,2022-05-09,Midwest,14.6,16.3,19.2,0,0,0
South Dakota,3.5,46,2022-06-01,2022-06-13,Midwest,17.4,24.4,26.9,0,0,0
South Dakota,3.5,47,2022-06-29,2022-07-11,Midwest,15.7,23.6,28.0,0,0,0
South Dakota,3.5,48,2022-07-27,2022-08-08,Midwest,18.6,22.0,28.6,0,0,0
South Dakota,3.6,49,2022-09-14,2022-09-26,Midwest,24.3,30.4,33.8,0,0,0
South Dakota,3.6,50,2022-10-05,2022-10-17,Midwest,21.1,27.0,31.6,0,0,0
South Dakota,3.6,51,2022-11-02,2022-11-14,Midwest,26.5,29.4,36.1,0,0,0
South Dakota,3.7,52,2022-12-09,2022-12-19,Midwest,15.7,19.6,24.5,0,0,0
South Dakota,3.7,53,2023-01-04,2023-01-16,Midwest,15.6,23.2,24.7,0,0,0
South Dakota,3.7,54,2023-02-01,2023-02-13,Midwest,17.8,23.0,26.6,0,0,0
South Dakota,3.8,55,2023-03-01,2023-03-13,Midwest,19.4,21.4,26.1,0,0,0
South Dakota,3.8,56,2023-03-29,2023-04-10,Midwest,17.9,29.3,33.0,0,0,0
South Dakota,3.8,57,2023-04-26,2023-05-08,Midwest,18.2,25.6,29.5,0,0,0
South Dakota,3.9,58,2023-06-07,2023-06-19,Midwest,18.6,24.1,26.9,0,0,0
South Dakota,3.9,59,2023-06-28,2023-07-10,Midwest,14.9,23.5,26.2,0,0,0
South Dakota,3.9,60,2023-07-26,2023-08-07,Midwest,16.3,21.0,24.4,0,0,0
South Dakota,3.1,61,2023-08-23,2023-09-04,Midwest,18.4,25.1,27.3,0,0,0
South Dakota,3.1,62,2023-09-20,2023-10-02,Midwest,21.8,24.9,28.9,0,0,0
Tennessee,1.0,1,2020-04-23,2020-05-05,South,22.2,28.2,33.4,0,1,0
Tennessee,1.0,2,2020-05-07,2020-05-12,South,21.7,29.6,34.7,0,1,0
Tennessee,1.0,3,2020-05-14,2020-05-19,South,25.6,24.8,32.5,0,1,0
Tennessee,1.0,4,2020-05-21,2020-05-26,South,22.5,29.6,33.1,0,1,0
Tennessee,1.0,5,2020-05-28,2020-06-02,South,22.9,30.4,33.6,0,1,0
Tennessee,1.0,6,2020-06-04,2020-06-09,South,27.2,30.6,38.0,0,1,0
Tennessee,1.0,7,2020-06-11,2020-06-16,South,21.5,28.7,31.7,0,1,0
Tennessee,1.0,8,2020-06-18,2020-06-23,South,26.8,30.8,36.6,0,1,0
Tennessee,1.0,9,2020-06-25,2020-06-30,South,30.5,37.6,42.4,0,1,0
Tennessee,1.0,10,2020-07-02,2020-07-07,South,31.7,34.6,41.9,0,1,0
Tennessee,1.0,11,2020-07-09,2020-07-14,South,31.4,38.2,41.9,0,1,0
Tennessee,1.0,12,2020-07-16,2020-07-21,South,33.7,40.1,43.6,0,1,0
Tennessee,2.0,13,2020-08-19,2020-08-31,South,28.3,34.8,38.4,0,1,0
Tennessee,2.0,14,2020-09-02,2020-09-14,South,24.0,27.6,32.4,0,1,0
Tennessee,2.0,15,2020-09-16,2020-09-28,South,25.9,30.5,35.6,0,1,0
Tennessee,2.0,16,2020-09-30,2020-10-12,South,24.5,30.7,36.2,0,1,0
Tennessee,2.0,17,2020-10-14,2020-10-26,South,23.9,32.0,37.8,0,1,0
Tennessee,3.0,18,2020-10-28,2020-11-09,South,25.0,32.5,36.7,0,1,0
Tennessee,3.0,19,2020-11-11,2020-11-23,South,29.4,38.2,42.7,0,1,0
Tennessee,3.0,20,2020-11-25,2020-12-07,South,28.0,34.2,39.2,0,1,0
Tennessee,3.0,21,2020-12-09,2020-12-21,South,32.3,36.2,41.0,0,1,0
Tennessee,3.0,22,2021-01-06,2021-01-18,South,29.4,34.4,39.6,0,1,0
Tennessee,3.0,23,2021-01-20,2021-02-01,South,32.0,38.5,43.5,0,1,0
Tennessee,3.0,24,2021-02-03,2021-02-15,South,30.7,35.5,40.6,0,1,0
Tennessee,3.0,25,2021-02-17,2021-03-01,South,31.2,37.6,43.5,0,1,0
Tennessee,3.0,26,2021-03-03,2021-03-15,South,24.6,30.4,34.5,0,1,0
Tennessee,3.0,27,2021-03-17,2021-03-29,South,26.8,31.9,36.2,0,1,0
Tennessee,3.1,28,2021-04-14,2021-04-26,South,22.4,26.8,31.9,0,1,0
Tennessee,3.1,29,2021-04-28,2021-05-10,South,22.3,25.2,29.8,0,1,0
Tennessee,3.1,30,2021-05-12,2021-05-24,South,25.1,26.9,33.5,0,1,0
Tennessee,3.1,31,2021-05-26,2021-06-07,South,19.7,25.2,29.2,0,1,0
Tennessee,3.1,32,2021-06-09,2021-06-21,South,21.6,26.8,31.3,0,1,0
Tennessee,3.1,33,2021-06-23,2021-07-05,South,23.1,26.6,29.8,0,1,0
Tennessee,3.2,34,2021-07-21,2021-08-02,South,20.5,24.6,27.6,0,1,0
Tennessee,3.2,35,2021-08-04,2021-08-16,South,22.9,28.9,33.2,0,1,0
Tennessee,3.2,36,2021-08-18,2021-08-30,South,28.3,35.2,41.7,0,1,0
Tennessee,3.2,37,2021-09-01,2021-09-13,South,28.4,33.3,36.8,0,1,0
Tennessee,3.2,38,2021-09-15,2021-09-27,South,26.4,33.4,36.5,0,1,0
Tennessee,3.2,39,2021-09-29,2021-10-11,South,24.7,29.0,34.6,0,1,0
Tennessee,3.3,40,2021-12-01,2021-12-13,South,20.3,26.8,31.4,0,1,0
Tennessee,3.3,41,2021-12-29,2022-01-10,South,24.6,27.5,31.3,0,1,0
Tennessee,3.3,42,2022-01-26,2022-02-07,South,25.5,29.0,33.9,0,1,0
Tennessee,3.4,43,2022-03-02,2022-03-14,South,20.6,24.3,29.7,0,1,0
Tennessee,3.4,44,2022-03-30,2022-04-11,South,19.9,27.7,29.8,0,1,0
Tennessee,3.4,45,2022-04-27,2022-05-09,South,22.9,27.6,32.1,0,1,0
Tennessee,3.5,46,2022-06-01,2022-06-13,South,26.3,32.9,36.2,0,1,0
Tennessee,3.5,47,2022-06-29,2022-07-11,South,25.1,30.1,34.5,0,1,0
Tennessee,3.5,48,2022-07-27,2022-08-08,South,23.0,27.5,33.6,0,1,0
Tennessee,3.6,49,2022-09-14,2022-09-26,South,26.3,34.0,37.9,0,1,0
Tennessee,3.6,50,2022-10-05,2022-10-17,South,25.9,32.1,36.3,0,1,0
Tennessee,3.6,51,2022-11-02,2022-11-14,South,25.4,33.3,37.2,0,1,0
Tennessee,3.7,52,2022-12-09,2022-12-19,South,24.0,30.1,34.2,0,1,0
Tennessee,3.7,53,2023-01-04,2023-01-16,South,22.2,30.1,33.9,0,1,0
Tennessee,3.7,54,2023-02-01,2023-02-13,South,26.4,31.3,37.3,0,1,0
Tennessee,3.8,55,2023-03-01,2023-03-13,South,23.4,29.9,34.1,0,1,0
Tennessee,3.8,56,2023-03-29,2023-04-10,South,21.8,29.3,34.2,0,1,0
Tennessee,3.8,57,2023-04-26,2023-05-08,South,23.3,27.8,33.6,0,1,0
Tennessee,3.9,58,2023-06-07,2023-06-19,South,22.7,32.1,36.5,0,1,0
Tennessee,3.9,59,2023-06-28,2023-07-10,South,27.7,33.1,38.1,0,1,0
Tennessee,3.9,60,2023-07-26,2023-08-07,South,24.1,30.8,36.2,0,1,0
Tennessee,3.1,61,2023-08-23,2023-09-04,South,20.5,22.5,27.6,0,1,0
Tennessee,3.1,62,2023-09-20,2023-10-02,South,23.5,30.1,34.6,0,1,0
Texas,1.0,1,2020-04-23,2020-05-05,South,24.4,29.7,34.9,0,1,0
